User-ID;ISBN;Book-Rating
596;0452282152;8
596;0452269571;8
596;0671510053;7
596;0345384377;7
596;0440225701;6
596;0446609943;7
596;0553580191;9
597;0679751602;10
597;0804105820;9
597;0060934417;9
597;0316168815;7
597;0452283205;7
597;0743225325;6
597;0743237188;7
597;0446672211;9
597;0743437802;9
597;0312974256;6
597;0312983301;6
597;0451203771;8
597;0515121843;7
597;051512317X;7
597;0515124214;7
597;0515134384;7
597;0515136379;7
597;0515136530;7
597;0515137111;8
597;0156027321;8
597;0767905385;6
597;0316789089;5
597;0385484518;10
597;0399141464;8
597;0399145087;7
597;0679457526;9
597;0679781587;9
597;0684874350;10
597;0786866845;9
597;0786881852;7
597;0345386108;10
597;0446611778;10
597;0316601950;6
597;034543479X;8
597;0374480095;8
597;0446670251;6
597;0804115761;7
597;0061009059;8
597;0061031410;8
597;0061094129;8
597;0380731851;5
597;0380820889;8
597;038533558X;9
597;0446527041;8
597;0449006522;8
597;0449219364;6
597;0449221512;5
597;0451206525;8
597;0515130389;8
597;0553582364;6
597;0671001795;8
597;0684810387;8
597;0743206045;7
597;0316569321;7
597;0345435168;5
597;044900371X;7
597;0452282152;8
597;0385486804;8
597;0440236053;5
597;0385472951;8
597;0515118230;6
597;0345337662;7
597;0380600129;8
597;0440940001;8
597;0446606812;7
597;0804106304;8
597;1558744150;9
597;1558745017;8
597;0156005891;8
597;0373218192;7
597;0373244487;6
597;0373484003;7
597;0440122090;4
597;044022103X;8
597;0440223571;9
597;0440225701;9
597;0446603589;9
597;0060926317;8
597;0140280553;5
597;0156011042;7
597;0345423135;9
597;0385498802;4
597;0440241537;7
597;0451209907;5
597;0452284449;8
597;051512219X;4
597;0553582364;6
597;0671683993;8
597;0688177859;9
597;0802139256;6
597;014025448X;2
597;0385324057;3
597;0385497466;3
597;0446527017;1
597;0671510126;10
597;0743206029;8
597;0060977493;7
597;0140039589;7
597;0349101779;10
597;0440216745;7
597;0446613436;7
597;0553582755;9
597;0743460529;8
597;0804106304;9
597;0156027321;8
597;0156711427;8
597;0375725784;7
597;0671510053;8
597;0451153553;8
597;0451170385;9
597;0671510053;8
597;0743225406;8
597;0345334531;6
597;051513287X;6
597;0312265859;7
597;0374270325;9
597;0439064872;8
597;0439136369;10
597;0439139600;10
597;043935806X;10
597;0671016768;8
598;0380730847;7
598;0399147195;7
598;0425182908;4
598;0440236053;7
598;0553569058;9
598;0671027360;7
598;0671683993;10
598;080410753X;9
598;0394800168;10
598;0394820371;8
598;042513525X;5
598;0425140032;5
598;0425178102;7
598;042518630X;7
598;0440207622;7
598;0515130389;8
598;0515131229;8
598;0060935464;9
598;0385475721;8
598;0671027360;6
598;0316569321;7
598;0446679593;6
598;0743237188;7
598;0312955006;7
598;0743225406;5
598;0394820371;10
598;0446518581;8
598;0061094129;10
598;0425178765;8
598;0425182878;9
598;0440221595;7
598;0446605484;10
598;0446610038;10
598;0446611212;9
598;0449003787;9
598;0449219461;8
598;0553213180;6
598;0142001740;9
598;1931561648;10
598;0425129586;6
598;0590660543;5
598;0553573616;9
598;0671021001;7
598;0671510053;8
598;0060096195;9
598;0330375253;8
598;0345423097;10
598;0385730586;9
598;0312980140;7
598;0312983298;3
598;0312983867;7
598;0312990456;5
598;0345350499;10
598;0425191583;8
598;0449221512;8
598;0451202503;10
598;0671001795;8
598;1400034779;10
598;0440224624;3
598;0446606812;5
598;0060987561;10
598;0140244824;7
598;014028009X;2
598;0140296298;7
598;0142000205;7
598;0316096199;8
598;0316666343;9
598;0316899984;7
598;0375703063;7
598;0440226430;9
598;0440514428;9
598;0446679593;8
598;0449907481;6
598;0451163524;5
598;0515131083;10
598;0553278355;8
598;0671038184;8
598;0684814994;10
598;0688170528;8
598;0743225082;7
598;0061097314;4
598;0440223202;10
598;0140270590;7
598;0380731851;8
598;0553578316;3
598;0316284955;7
598;0786868015;7
598;155874262X;10
598;1558745718;10
598;1558747109;10
598;0060173289;9
598;0060517794;7
598;014028009X;8
598;0142000205;9
598;0399146431;9
598;0440211263;7
598;0553274503;8
598;059035342X;8
598;0679412956;8
598;0767902890;9
598;0786881852;8
598;0345387651;6
598;0679781587;7
599;0375703063;7
599;042516098X;7
599;0553579606;8
0;0446310786;10
0;0449005615;9
0;0446677450;10
0;0451166892;3
0;0446608653;9
0;0446612545;9
0;0553584383;9
0;0671027360;10
0;0060976845;9
0;0061099325;4
0;0446612545;5
0;0060915544;10
0;0060977493;7
0;0316601950;9
0;0316776963;9
0;0316899984;7
0;0375400117;10
0;0385720106;7
0;0425163407;9
0;044023722X;7
0;0446364800;9
0;0446606383;6
0;0449006522;6
0;155874262X;5
0;0060977493;7
0;0060987103;8
0;0151008116;9
0;0525947647;9
0;0804111359;8
0;155874262X;6
0;1558744150;6
0;0064471047;7
0;0142001740;9
0;0380789035;10
0;0380973650;9
0;0399146431;9
0;0439064864;9
0;0439064872;9
0;0439136350;9
0;0439136369;9
0;0439139597;9
0;0451167317;8
0;0451524934;9
0;0451526341;8
0;0590353403;9
0;0618002219;9
0;0618002227;8
0;0671021001;7
0;0679781587;8
0;0679879242;8
0;0440235502;9
0;044023722X;8
0;0380815923;10
0;0743411269;5
0;0060976845;3
0;006101351X;6
0;0449002632;7
0;0553569058;10
0;1573225126;5
0;1878424319;7
0;0452277337;7
0;0671021001;6
0;0805063897;8
0;0743424425;10
0;0786868015;7
0;0060932759;8
0;039914739X;3
1;0312288115;5
1;0515118656;8
1;0060976845;8
1;0451202341;8
1;0743418190;7
1;0345441133;7
1;0385490992;7
1;0671888587;6
1;0425182878;8
1;055356451X;8
1;0140179836;10
1;0385496095;10
1;068484267X;10
1;1558743669;10
1;0345313860;7
1;042517736X;7
1;0671868713;8
1;0140230165;7
1;0142001740;10
1;0451184718;9
1;0553564528;7
1;0553575538;7
1;0553576801;7
1;055357695X;7
1;0553583441;7
1;0553583468;7
1;0140293248;9
1;0446610399;9
1;0446672211;10
1;015600710X;8
1;0316735027;6
1;193156146X;9
1;0316603287;9
1;0316666343;10
1;0316693006;10
1;0316693200;9
1;0316769487;10
1;0316776963;10
1;0316779423;10
1;0316779490;9
1;0316789089;10
1;0316969443;10
1;0345339711;10
1;0385420161;9
1;0385504209;10
1;0385505833;10
1;0425184129;9
1;0446523569;10
1;0446525502;9
1;0446525537;9
1;0446527793;10
1;0446531332;10
1;0670892963;7
1;0671042556;9
1;0679442790;10
1;0679746048;7
1;0743406176;10
1;0061092606;8
1;0552137030;8
1;0671894455;7
1;0743222229;8
1;1853260002;2
1;2253063339;10
1;0060934719;8
1;0425142485;6
1;0316666343;3
1;0345391802;7
1;0440219078;10
1;0380820447;10
1;0451454243;10
1;038533334X;4
1;044661162X;9
1;0671510053;10
1;0679781587;8
1;0805062971;10
1;0553584510;6
1;0553586122;3
1;0060256672;10
1;0060928336;7
1;0140077022;10
1;0156027321;9
1;0316777730;7
1;038001503X;10
1;039592720X;9
1;0440215625;8
1;0452282152;8
1;0553268449;8
1;0671003755;8
1;0679732764;10
1;0877733759;10
1;0345384466;5
1;0446364193;7
1;0451124340;5
1;0671726889;5
1;006019491X;8
1;0066211611;8
1;0064401847;10
1;0373218400;5
1;0373484224;7
1;0380018179;10
1;0385504209;10
1;0425179672;10
1;0440235162;10
1;0515135062;6
1;0517556278;8
1;0553250426;10
1;0553280589;10
1;0553572997;10
1;067101420X;4
1;0679429220;9
1;067976402X;10
1;0679781587;10
1;0743457943;5
1;0380002450;9
1;0804106304;5
1;000649840X;9
1;0099771519;9
1;0385314744;7
1;0439404371;8
1;0440224624;6
1;0451169530;6
1;0553234811;6
1;0553296981;10
1;0671617028;8
2;0375702709;10
2;044990928X;8
2;0060916508;7
2;0671038184;5
2;0060928336;5
2;0142000663;10
2;0380012863;8
2;0394404289;9
2;0552124753;10
2;0552996009;9
2;0552998001;9
2;068484267X;9
2;0743225082;8
2;0749397543;8
2;006092988X;8
2;038531258X;10
2;0446310786;10
2;0142001740;10
2;0316666343;7
2;0375726403;7
2;0385504209;7
2;0553377868;9
2;0609608444;10
2;0767902521;9
2;1400034779;5
2;014131088X;10
2;0345325818;10
2;080410753X;7
2;0399144463;8
2;0671527215;9
2;0064407667;4
2;014025448X;7
2;0385472951;6
2;0385493800;6
2;0553377876;3
2;0060934417;8
2;0060976845;7
2;0070212570;7
2;0312243022;8
2;0312983824;6
2;0345370805;7
2;0375703055;7
2;0385480016;9
2;0394758285;7
2;0446672211;7
2;0446673544;5
2;0449149676;7
2;0671004565;6
2;0671793489;7
2;0679772677;7
2;0743418174;7
2;0061098795;5
2;0375725784;5
2;038533656X;5
2;0440217520;5
2;0440224675;8
2;0802135196;9
2;0099771519;9
2;0330367358;8
2;0385504209;9
2;2070360024;8
2;0449912558;10
2;0553580272;10
2;0440226430;5
2;0671004565;8
2;0684835983;8
2;0679781587;9
2;0894805770;10
2;089480829X;10
2;0316776963;8
2;0345438329;6
2;0452282152;7
2;0688177751;8
2;0316969680;7
2;0425178765;10
2;055357227X;10
2;0552996009;9
2;0590660543;10
2;0345417623;8
2;0425177173;9
2;042517736X;7
3;0373218192;8
3;042517736X;9
3;0515120006;6
3;0515127396;5
3;0156027321;9
3;0345416260;9
3;0385486804;9
3;0385512104;9
3;0060512822;7
3;0060930535;7
3;0061015725;8
3;0061097314;5
3;0099771519;8
3;0142001430;7
3;0151002290;6
3;0156001314;8
3;0385720106;7
3;0671776134;8
3;0767902521;8
3;0804106304;6
3;0060915544;10
3;0345378490;5
3;0345387651;5
3;0399133143;5
3;0446611239;10
3;0446672211;8
3;0451183665;7
3;0451208765;4
3;0517149257;10
3;0671024248;4
3;068484267X;8
3;0684848783;5
3;080410753X;10
3;0971880107;5
3;155874262X;10
3;0345391802;9
3;0425130215;7
3;0312243022;8
3;034540288X;5
3;0345425707;8
3;0425167313;8
3;0452282152;8
3;0374281602;9
3;0425167720;7
3;0609610597;10
3;0316182540;7
3;0345413903;7
3;0446604658;6
3;0446611611;6
3;0449212602;8
3;0553282476;7
3;0553299506;7
3;0684867621;4
3;0385511612;6
3;0679426159;6
3;0316569321;7
3;067169071X;7
3;0449212602;10
3;0515090174;8
3;0515095826;8
3;0515111279;8
3;0440225701;9
3;0553280341;7
3;0553578693;7
3;0385504209;7
3;0679781587;7
3;0553561618;6
3;0553582747;5
3;0671034022;6
3;089480829X;7
3;0345384466;7
3;0345416880;7
3;0375725784;10
3;038548951X;10
3;0449912558;5
3;0553380958;10
3;0345392825;5
3;0451524934;10
3;0312983824;5
3;0316089699;5
3;0345447840;10
3;0373218400;9
3;0425181111;7
3;0515118230;8
3;051513287X;9
3;059035342X;10
3;0971880107;1
3;044022165X;5
3;0671793489;8
3;0060936363;7
3;0312195516;9
3;038082101X;7
3;0312979479;9
3;0671708635;7
3;0099387913;6
3;0553377884;6
3;0553572997;7
3;0156027321;10
3;0345342968;10
3;0345348109;9
3;0345378482;8
3;0345417623;8
3;0345443683;9
3;0451169530;5
3;0786868716;10
3;0812511816;10
3;0812513738;8
3;0812550706;8
4;0060922532;8
4;0385484518;8
4;0316777730;10
4;0345409469;10
4;0385722192;2
4;0679430946;10
4;0812550706;10
4;0345353145;8
4;0449221482;8
4;0553279912;10
4;0553348973;5
4;0670892963;2
4;0671023616;8
4;0440211727;5
4;0440214041;5
4;0062502174;10
4;0140298479;10
4;0394404289;10
4;0440108268;10
4;044020562X;10
4;0060248025;10
4;0060256737;10
4;0140386645;8
4;0142000663;10
4;0345337662;5
4;0439064864;9
4;0439136350;9
4;0439139597;9
4;043935806X;9
4;0451456718;10
4;051513628X;6
4;0553573136;8
4;0590353403;9
4;0671524313;6
4;0765342987;10
4;0812575717;10
4;0836204387;10
4;0836218787;10
4;0836220889;10
4;0836221362;10
4;0920668372;10
4;0385424736;7
4;0671617028;8
4;068483376X;1
4;0553565915;8
4;081297106X;6
4;0060987529;7
4;0151008116;5
4;0345314255;10
4;0345317580;10
4;0451137965;9
4;0515127396;8
4;0515134384;5
4;059035342X;10
4;0671527215;9
4;0671695304;10
4;0142004235;8
4;0385335830;7
4;0515130389;10
4;0515135062;10
4;0553272837;10
4;0743262174;8
4;0375727132;7
4;0446612545;7
4;0060392452;9
4;0312263120;8
4;0385504209;10
4;0446532231;9
4;0451524934;8
4;0590353403;10
4;0618002219;9
4;0886777844;9
4;0316168688;8
4;0425175405;7
4;0061030643;8
4;0345404793;9
4;0345423615;9
4;0345447867;9
4;0380002930;9
4;0385505833;5
4;0425119653;8
4;0425172546;9
4;0425182908;4
4;0440221471;10
4;0440236673;10
4;0446609323;9
4;0446612790;10
4;0451204891;9
4;0553263226;10
4;0553575538;10
4;0553576801;8
4;0553582526;9
4;0553583468;10
4;0553584510;9
4;0671016768;8
4;0671524313;10
4;0671660632;5
4;0805063897;10
4;0812517725;8
4;0140077022;5
4;0375706062;6
4;0425147622;7
4;0446360856;6
4;0451180410;7
4;0070212570;8
4;0425115801;10
4;0425144429;5
4;0425188809;10
4;0553210092;5
4;0553582763;9
4;0060173289;9
4;0345348036;9
4;034545104X;5
4;0385482388;5
4;0399141146;3
4;0399146431;5
4;0452260116;9
4;0553278223;7
5;0060928336;9
5;0060987561;7
5;0142001740;8
5;0312265867;7
5;0345350499;9
5;0385505833;7
5;0440403278;10
5;0451191145;9
5;0451191153;8
5;0671510126;8
5;014131088X;8
5;0380814021;7
5;0345424719;7
5;0345465083;7
5;0671003755;9
5;0440216745;7
5;0446604666;6
5;0345317580;7
5;0345337662;9
5;0061032093;9
5;0515114693;9
5;051512317X;7
5;0312966970;9
5;0312971346;9
5;0060928336;7
5;0671036505;4
5;0060958022;8
5;014034294X;9
5;0316666343;9
5;0385508417;7
5;0425178102;5
5;0440204194;8
5;0440211263;8
5;0440219078;8
5;0440221595;8
5;0440237688;7
5;044048474X;7
5;0446310786;10
5;0446516538;6
5;0446611867;7
5;0449005615;9
5;0553279912;7
5;0670030643;8
5;0679751602;6
5;0684801221;10
5;0767902521;8
5;0971880107;6
5;1558745718;7
5;0517580497;9
5;0842329129;6
5;0515135062;7
5;0671695126;6
6;0451524934;10
6;0671004107;8
6;0812517725;9
6;0316666343;7
6;0446523569;7
6;0446610399;5
6;0399144463;5
6;0425180964;8
6;0060928336;6
6;0142001740;7
6;0156027321;5
6;0345404475;7
6;0374100128;7
6;0385482388;7
6;038548951X;8
6;0385503857;9
6;0449912558;9
6;0452260116;8
6;0553211404;7
6;0553562967;7
6;0671003755;7
6;0679732764;8
6;0804106304;7
6;140003065X;9
6;1400032717;8
6;0142001430;7
6;0316569321;7
6;037570504X;5
6;0375725784;3
6;0425130215;9
6;0449002632;8
6;0452282152;7
6;0525945210;6
6;0671021001;9
6;0345361792;8
6;0425118703;7
6;0312278586;5
6;0452277337;5
6;0312278586;5
6;0312305060;8
6;0440211727;8
6;0446601241;7
6;0446610038;7
6;0451456718;10
6;0765342987;10
6;0394571029;10
6;0425182908;7
6;044021145X;9
6;0446343455;8
6;0446359866;9
6;0446611611;8
6;044661193X;9
6;0743469801;9
6;1573229326;5
6;002542730X;8
6;0451203895;5
6;0804111898;8
6;0345337662;5
6;0345370775;9
6;034540288X;7
6;0380012863;8
6;0425181464;8
6;0440219078;10
6;0440998050;10
6;0515090174;7
6;0671004107;9
6;080410526X;6
6;0812550706;10
6;0375504397;8
6;0452283205;6
6;0684853515;5
6;0064407667;7
6;0316777730;7
6;0316779237;7
7;0451205421;8
7;0553148001;9
7;0440234743;8
7;0679448594;5
7;0884046818;9
7;0425161242;10
7;0446527785;10
7;0446613436;9
7;0449006530;4
7;067102535X;9
7;0671868713;9
7;0312272057;7
7;0671027360;8
7;1400034779;9
7;0064407055;5
7;0316666343;9
7;0345413350;8
7;0380789035;6
7;0552131067;7
7;0836204387;9
7;0836218353;10
7;0836218620;9
7;0140293248;6
7;0316096199;8
7;0385335830;8
7;0804106304;10
7;006098824X;10
7;0064405176;10
7;0064472795;10
7;0312171838;10
7;0316096199;10
7;0345453387;8
7;0373250118;7
7;0373250126;8
7;0380814021;10
7;0380973545;10
7;0385722435;10
7;044652087X;10
7;0446672211;10
7;0553213164;10
7;0671027344;9
7;0679751602;8
7;0070212570;10
7;0373484003;7
7;0373484410;5
7;0425175405;8
7;0440226430;9
7;0451169530;10
7;0515122734;9
7;0671004573;7
7;0671705091;7
7;0743439740;10
7;0802135196;7
7;0312291639;8
7;0312995423;5
7;0345386132;5
7;0375727345;7
7;0380804697;7
7;039914613X;7
7;0399149155;8
7;0425161242;3
7;0425178951;5
7;0440236703;5
7;0449003787;7
7;0451208811;8
7;0452264464;10
7;0671014919;6
7;0671027360;5
7;0671027387;5
7;0345384466;8
7;0671034006;8
7;039914465X;8
7;0452278902;9
7;074343627X;5
7;006099486X;8
7;0399143947;9
7;0440237262;9
7;0312978367;7
7;0553268880;8
7;0446310786;10
7;044651652X;3
7;0452268060;2
7;0440226104;10
7;0671758896;10
7;0385504209;10
7;0385508042;9
7;0440439884;10
7;044651652X;10
7;0671027360;10
7;0842329277;10
7;0060502258;7
7;0767905938;6
7;0060987049;9
7;0802130208;10
7;1550548913;9
7;1573225517;10
7;0671003755;6
7;0842373195;4
7;0380725835;8
7;0449208672;7
7;0142002267;8
7;0375703764;6
7;0671004549;5
7;0671027360;8
7;0446672211;10
7;0553560247;9
7;0440236673;7
7;067102423X;10
7;0345384369;8
7;0449219410;9
7;051512608X;7
7;0515127221;7
7;0679454446;8
8;0060008776;7
8;0553574671;9
8;0312983298;8
8;0345382323;5
8;0425188787;5
8;0060391448;5
8;0156011042;4
8;0375703861;7
8;1573225789;5
8;0380018179;8
8;0385479565;9
8;0425152251;6
8;0440206154;7
8;0440967694;10
8;0671758896;8
8;0140132708;10
8;014029628X;6
8;0312274920;8
8;0345337662;7
8;0345348036;9
8;0345351525;8
8;034538475X;8
8;0345409671;8
8;0345413350;7
8;0345423402;7
8;0553562614;10
8;0553573861;10
8;0765342987;10
8;0804114986;10
8;0826308791;8
8;0886777844;7
8;0060932759;7
8;0312171838;6
8;0345423291;10
8;0385508042;8
8;051513287X;9
8;193156146X;10
8;0156007754;7
8;031205436X;10
8;038533348X;7
8;0394758285;7
8;0670892963;5
8;1573226521;7
8;1573228214;8
8;0064407667;5
8;0064407675;5
8;0380789019;7
8;0380977788;6
8;0441304834;6
8;0767902890;7
8;006000438X;10
8;0060175966;9
8;0060517794;10
8;0060915544;8
8;0060929871;9
8;0060930187;10
8;0060964049;9
8;0140042598;10
8;0140244824;10
8;014028009X;9
8;015600710X;10
8;0156007754;9
8;0312150601;5
8;0316096199;10
8;0316666343;10
8;0316789844;10
8;0316899984;5
8;0345423097;10
8;0345423291;9
8;0345424719;10
8;0345433491;9
8;0345443284;10
8;0375406530;10
8;0375411550;10
8;0375500510;10
8;037570504X;10
8;0375705856;9
8;0375707972;10
8;0380005239;10
8;0380730138;9
8;0385265700;9
8;0385318782;8
8;0385319207;10
8;038533334X;10
8;0385486804;10
8;0385502532;9
8;0399142789;10
8;0446310786;10
8;0446516538;7
8;0446677450;10
8;0449911004;8
8;0452260116;9
8;0452280621;10
8;0452282829;10
8;0670892963;8
8;0671038184;10
8;0671510053;10
8;067976402X;10
8;0679774025;8
8;0679781587;9
8;068484267X;10
8;068484477X;5
8;0688177859;7
8;0743439740;10
8;1558746161;10
8;1565122968;10
8;1573225789;9
8;0060008776;7
8;0345413350;8
8;0445406518;8
8;0449219461;8
8;0671027387;8
8;0451176464;6
8;0671027360;7
8;0060977337;6
8;0312995423;3
8;0385504209;10
8;0671027360;7
8;0380728133;8
8;0552147680;8
8;0590660543;9
8;0971880107;1
8;067976402X;5
8;1551668653;8
8;0066214122;9
8;0385508417;4
8;0842329129;1
8;0060392452;8
8;0316779237;10
8;0380727501;8
8;0440206154;9
8;0836221192;7
8;0375502238;8
8;0385504209;10
9;0316693286;4
9;0316969680;5
9;0684841185;9
9;0373250126;8
9;0385510438;9
9;0440131480;6
9;0440241413;9
9;0451410947;8
9;1558743669;9
9;0552998001;7
9;0671004530;7
9;3257227809;8
9;0446310786;10
9;0451202341;6
9;0804106304;6
9;1573229326;5
9;014028009X;7
9;055327886X;9
9;0671510053;10
9;0060392452;6
9;0451099648;7
9;0451137965;8
9;0451149513;8
9;0451177096;7
9;0345413369;10
9;0345413377;5
9;0374525641;10
9;0399501487;10
9;0070212570;8
9;0452282829;6
9;0060929871;6
9;0393312836;8
9;0671003755;8
9;0679772677;7
9;0142001430;6
9;0413537900;8
9;1400034779;9
9;0060175400;10
9;0140177396;8
9;034540288X;4
9;0385336179;10
9;0767914767;8
9;0802132952;1
10;006101351X;5
10;0140293248;6
10;0140298479;7
10;0312291639;9
10;0380789019;7
10;0060392452;8
10;0060930535;10
10;0151008116;9
10;031242227X;9
10;0316666343;9
10;0375705856;10
10;0446532231;8
10;0452282152;9
10;1558743669;8
10;0316666343;9
10;0439136350;7
10;0439064864;7
10;0439136350;9
10;0439139597;8
10;0441005489;8
10;0590353403;8
10;0060935464;10
10;0446322180;5
10;0312282990;7
10;0316776963;7
10;006101351X;7
10;0345313860;10
10;0385492081;7
10;0425115801;9
10;042513525X;7
10;0440220602;8
10;0441790348;10
10;0451156609;10
10;0515095826;8
10;0515127221;8
10;0684862719;8
10;1400031354;10
10;1400034779;10
10;0440211727;10
10;0440213525;8
10;0440214041;9
10;0440221471;10
10;0440226430;6
10;0446608955;8
10;0671729462;3
10;0671867113;4
10;0743225406;3
10;0060392452;10
10;0743237188;10
10;0440204194;7
10;0440211263;6
11;0060936363;5
11;0385486804;5
11;0440414806;5
11;0440241073;8
11;059035342X;8
11;0451166892;10
11;0451167716;9
11;1558506462;5
11;0375703764;7
11;0671027344;10
11;0312243022;4
11;0449213447;8
11;0380730138;6
11;0385265700;6
11;0380718332;7
11;0380718340;7
11;0425154092;7
11;0440213525;9
11;006099486X;6
11;0425179613;5
11;037540256X;7
11;0449005615;8
11;0345370775;10
11;0345409671;10
11;0345422384;3
11;0060928336;8
11;0060938455;9
11;0375504613;8
11;0671001795;8
11;0805063897;10
11;0440439884;9
11;0553274295;6
11;0312278586;7
11;0316096199;4
11;0316666343;4
11;0316693235;5
11;0316780812;10
11;0316782262;6
11;034540761X;7
11;0385504209;10
11;0425121631;8
11;0440225701;5
11;0446530387;7
11;0446609323;5
11;0525945210;8
11;0679439382;1
11;0688177743;10
11;0743407083;9
11;0804108749;8
11;0385510438;10
11;0385511612;10
11;0553802496;10
11;0425178102;7
11;0553580515;7
11;0061031844;6
11;0142001740;8
11;0345339681;10
11;0345423402;8
11;0385490445;10
11;0451206525;9
11;0451208765;6
11;0618129022;10
11;0671027387;10
11;0743454146;10
11;0875421180;5
11;014028009X;10
11;0140293248;9
11;0312966970;10
11;0312976275;10
11;0345301110;7
11;0345334531;8
11;0345409671;10
11;0345423402;10
11;0375401598;7
11;0380789035;9
11;0380820293;8
11;0425152251;10
11;0425178579;10
11;0425181464;10
11;0425181685;10
11;0425183971;10
11;0440108268;8
11;0441005748;10
11;044651652X;7
11;0451191137;10
11;0451191145;10
11;0451191153;10
11;0515093556;7
11;0553212451;9
11;0679454470;7
11;0679454489;8
11;0679720200;10
11;0679785892;9
11;0874776945;9
11;0894803204;10
11;1551668653;8
11;1558744150;5
12;0971880107;6
12;3257229534;10
12;0345313860;10
12;0374172897;7
12;0743235150;9
12;006101351X;9
12;0446605409;9
12;0312265840;7
12;0373218966;8
12;0515135062;10
12;0064471837;10
12;0345366239;10
12;0060930535;8
12;0385504209;7
12;0385721420;5
12;0312288115;6
12;0451163524;8
12;0451166582;9
12;0452280621;9
12;0671026011;6
12;0743457358;8
12;0316776963;5
12;0385503822;8
12;0609804138;9
12;0061031410;9
12;0451206525;8
12;0451208811;7
12;0425180638;7
12;0553575384;8
12;0312924801;7
12;0441008534;6
12;0441009239;5
12;0425181103;7
12;0451205421;8
12;0553260111;9
12;0812550706;8
12;0316693200;9
12;0316693251;10
12;0385505833;7
12;0399145923;8
12;0451203895;5
12;0679746048;5
12;0375706771;10
12;0380716542;10
12;006092988X;9
12;0451523377;8
12;0061020710;8
12;0380789035;9
12;0316777722;7
12;0385503857;9
12;0385729340;8
12;0385730586;8
12;0449212602;9
12;0743225082;8
12;076790382X;9
12;0767905180;8
12;0767907817;8
12;0156628708;5
12;0312291639;5
12;0345387651;7
12;0842329129;2
12;0140077022;6
12;0553211404;7
12;0679444815;5
12;0553572210;5
12;0743467523;8
12;0345404114;8
12;0440224853;5
12;0007110928;6
12;0141007338;9
13;0345347536;8
13;0345404475;9
13;0345427637;6
13;0380002930;10
13;0385474547;9
13;0440211727;6
13;0440214041;5
13;0440226430;6
13;0553213105;8
13;0553273914;9
